id,text,target
2.85341E+17,I just want to be as happy as I use to be,0
2.85341E+17,I Have Nothing,0
2.85341E+17,RT @ProVerbMusic: RT @damnitstrue Thanks God for blessing me more than I deserve,1
2.85341E+17,": Forgive me I'm flawed	0",
2.85341E+17,RT : I wouldn't change a thing,1
2.85341E+17,I have the worst headache,0
2.85341E+17,I love my life proof case best investment ever,1
2.85341E+17,RT RT @damnitstrue: Thanks God for blessing me more than I deserve,1
2.85341E+17,RT : Thanks God for blessing me more than I deserve,1
2.85341E+17,I'm good,1
2.85341E+17,RT : i lead a sad life,0
2.85341E+17,RT : my life is completed,1
2.85341E+17,I'm happy!!,1
2.85341E+17,"more revision, fuck my life",0
2.85341E+17,i'm good,1
2.85341E+17,I'm sad,0
2.85341E+17,I'm real sad,0
2.85341E+17,I am in love,1
2.85341E+17,My life is shit,0
2.85342E+17,Don't think I've ever felt so sick in all my life,0
2.85342E+17,Could possibly be blasting Call Me Maybe on campus at this time. I love my life.,1
2.85342E+17,I'm not a good man,0
2.85342E+17,yay i'm awesome (',1
2.85342E+17,I'm Adlan and I'm feeling sad,0
2.85342E+17,RT : Thanks God for blessing me more than I deserve,1
2.85342E+17,RT : Thanks God for blessing me more than I deserve,1
2.85342E+17,i like sad movies that make me cry because i hate my life k thanks bye,0
2.85342E+17,RT : Thanks God for blessing me more than I deserve,1
2.85342E+17,Why do I have to ruin everything,0
2.85342E+17,I want to die,0
2.85342E+17,I'm still blessed. Duh,1
2.85342E+17,I'm fine,1
2.85342E+17,"Welcome too my life, so fucking stressful",0
2.85342E+17,I love myself some  though,1
2.85342E+17,I'm a Happy Girl‚ô•,1
2.85342E+17,U okay ‚Äî I'm good,1
2.85342E+17,"I mean, I've been good",1
2.85342E+17,I'm good,1
2.85342E+17,RT : I love my life. Not. Hahahah,1
2.85342E+17,RT @SenioritaClem: Thank you Lord for blessing me more than I deserve,1
2.85342E+17,Happy happy me,1
2.85342E+17,"Lmao, I'm wonderful",1
2.85342E+17,RT : Thanks God for blessing me more than I deserve,1
2.85343E+17,Tulat dan sekolah. And I hate my life. Officially,0
2.85343E+17,mom clearly said I am a failure,0
2.85343E+17,RT : Thanks God for blessing me more than I deserve,1
2.85343E+17,RT @evadztif: I'm a right miserable bastard me,0
2.85343E+17,I'm fine,1
2.85343E+17,I'm fine,1
2.85343E+17,Welcome to my fucked up life,0
2.85343E+17,I'm good,1
2.85343E+17,RT : Thanks God for blessing me more than I deserve,1
2.85343E+17,Was fun. I feel sincerely good,1
2.85343E+17,"nah, I'm fine",1
2.85343E+17,of course! I'm a good boy,1
2.85343E+17,Thanks for blessing me @God @Jesus,1
2.85343E+17,":) "":  nah, I'm fine",1
2.85343E+17,RT : Thanks God for blessing me more than I deserve,1
2.85343E+17,I am da best,1
2.85344E+17,I'm a good dude,1
2.85344E+17,I'm happy. ‚ô• ÿßŸÑÿ≠ŸÖÿØŸÑŸÑŸá,1
2.85344E+17,RT : Thanks God for blessing me more than I deserve,1
2.85344E+17,I am a genuinely good person,1
2.85344E+17,RT : Anything I Want I GET IT,1
2.85344E+17,RT : I'm Still Good,1
2.85344E+17,i want to be happy,0
2.85344E+17,RT @fapul0us_: i swear my life is one big full of sick joke,0
2.85344E+17,lol I have no life,0
2.85344E+17,thinks I'm ugly :',0
2.85344E+17,Thank God for give me Life to enjoy everything,1
2.85344E+17,that's good! and I'm doing pretty good,1
2.85344E+17,Fuck my life straight up :( #pieceofshit,0
2.85344E+17,no I'm a good girl,1
2.85344E+17,"Nah, my life is boring",0
2.85344E+17,#np t.i. - love this life _,1
2.85344E+17,RT : Thanks God for blessing me more than I deserve,1
2.85344E+17,God bless (me) us all,1
2.85344E+17,I'm kind of awesome.,1
2.85344E+17,lmao I'm so happy,1
2.85345E+17,RT : Thanks God for blessing me more than I deserve,1
2.85345E+17,Everyday i'm thinking about suicide,0
2.85345E+17,I love my life,1
2.85345E+17,I just shit myself,0
2.85345E+17,I know I'm perfect,1
2.85345E+17,I just want to be happy,0
2.85345E+17,RT : I'm A Too Blessed To Be Stressed.,1
2.85345E+17,I'm a good girl',1
2.85345E+17,My life is so boring,0
2.85345E+17,I'm currently sad,0
2.85345E+17,"RT""@damnitstrue: Thanks Allah for blessing me more than I deserve",1
2.85345E+17,RT @BryannFooo: RT “@damnitstrue: Thanks God for blessing me more than I deserve,1
2.85345E+17,RT : Thanks God for blessing me more than I deserve,1
2.85345E+17,why do i suck,0
2.85345E+17,I'm blessed tho,1
2.85345E+17,I just want to be happy again,0
2.85345E+17,I'm good,1
2.85345E+17,I'm not lucky I'm blessed,1
2.85345E+17,RT : Thanks God for blessing me more than I deserve,1
2.85345E+17,I'm KAUSTer and proud,1
2.85345E+17,‚Äú: Thanks God for blessing me more than I deserve,1
2.85345E+17,I'm happy,1
2.85345E+17,So my life just got amazing. Wbu,1
2.85345E+17,I've try my best,1
2.85345E+17,I'm not sad,0
2.85346E+17,I'm so happy,1
2.85346E+17,Oh...how I'm beautiful))),1
2.85346E+17,RT : Why am I sad again,0
2.85346E+17,"I really, truly hate myself",0
2.85346E+17,RT : Why am I sad again,0
2.85346E+17,RT : Thanks God for blessing me more than I deserve,1
2.85346E+17,Haha..I love life,1
2.85346E+17,My life is so boring,0
2.85346E+17,i hate myself,0
2.85346E+17,my brother Lol im so happy,1
2.85346E+17,I'm a very happy bunny,1
2.85346E+17,RT : Thanks God for blessing me more than I deserve,1
2.85346E+17,"Yeaay yeyy,, I get what I want",1
2.85346E+17,I don't feel good,0
2.85346E+17,Thanks God for blessing me more than I deserve,1
2.85346E+17,I hate my fucking life,0
2.85346E+17,Thank you God for blessing me over and over again,1
2.85346E+17,why is my life so stupid,0
2.85346E+17,RT : Thanks God for blessing me more than I deserve,1
2.85346E+17,i hate my life,0
2.85346E+17,RT : Thanks God for blessing me more than I deserve,1
2.85346E+17,I'm So HAPPY !!,1
2.85347E+17,RT @leeyitingy: why am i so paranoid and depressed,0
2.85347E+17,RT @AlexisBrook_: I just want to be happy,0
2.85347E+17,i'm just very happy . ‚ù§,1
2.85347E+17,I made a good choice,1
2.85347E+17,Life is pointless and I can't wait to stop living it,0
2.85347E+17,Thanking God for blessing me with another day.,1
2.85347E+17,"RT @nick0leees: Sometimes I wonder how I get myself into these fucked up situations then I think, ""oh yeah, because I'm a fuck-up",0
2.85347E+17,RT : Thanks God for blessing me more than I deserve,1
2.85347E+17,RT : Thanks God for blessing me more than I deserve,1
2.85347E+17,Nope I'm having fun lol,1
2.85347E+17,RT @KassiHormuth: I want to die,0
2.85347E+17,RT : Thanks God for blessing me more than I deserve,1
2.85347E+17,I am the Philippine Dream.,1
2.85347E+17,RT @AdamTodd310389: #MyWishIn2013 - I just want to be happy,0
2.85348E+17,I love myself,1
2.85348E+17,RT @leeyitingy: why am i so paranoid and depressed,0
2.85348E+17,Being happy?? Yeahh not an option in my life anymore,0
2.85348E+17,RT : Thanks God for blessing me more than I deserve,1
2.85348E+17,RT : Thanks God for blessing me more than I deserve,1
2.85348E+17,i'm all good,1
2.85348E+17,"I fucking hate life, I deleted it asap",0
2.85348E+17,Fuck my life and everyone in it,0
2.85348E+17,My life sucks,0
2.85348E+17,RT : Yeah! I'm fine /(‚Äæ‚ñø‚Äæ/)‚îå(_‚ñø_)‚îê(/‚Äæ,1
2.85348E+17,And that‚Äôs why I am victorious.,1
2.85348E+17,"RT @hyra_hyra: ""@damnitstrue: Thanks God for blessing me more than I deserve",1
2.85348E+17,I haven't even gone to bed haha I hate my life,0
2.85348E+17,i got everything i need right here baby,1
2.85348E+17,I hate how life works,0
2.85349E+17,I'm not perfect,0
2.85349E+17,"I love my life. No matter it's good or bad, I know Allah is always with me, and that's more than enough",1
2.85349E+17,Everyone in my life is  a fucking disappointment,0
2.85349E+17,RT : Thanks God for blessing me more than I deserve,1
2.85349E+17,i'm single n very happy,1
2.85349E+17,feel tired but I am good,1
2.85349E+17,I hate my life,0
2.85349E+17,I need more,0
2.85349E+17,RT : Thanks God for blessing me more than I deserve,1
2.85349E+17,I'm good,1
2.85349E+17,I don't can see the people good,0
2.85349E+17,RT @reIatable: I just want to be as happy as I use to be,0
2.85349E+17,"thanks ,i'm happy",1
2.85349E+17,sick of my life,0
2.85349E+17,I'm madder than mad I'm badder than bad,0
2.85349E+17,RT : I'm sick -_- gws for me (‾ʃƪ‾,0
2.85349E+17,RT @ProVerbMusic: RT @damnitstrue Thanks God for blessing me more than I deserve,1
2.85349E+17,I HAVE RICH BEST FRIENDS :p,1
2.85349E+17,Amazing. I cannot believe this. My life is a shitfest.  #2013WJC http://t.co/encZwebs,0
2.85349E+17,"your life is all perfect, then there's me with a shitty life. sigh",0
2.85349E+17,RT @SupaStarFrenchy: Welcome to my fucked up life,0
2.85349E+17,i'm the best,1
2.85349E+17,I am AWESOME,1
2.85349E+17,HEHEHEHEHEHEHE I AM SO HAPPY,1
2.85349E+17,I hate my life !!!! (ˇ̩̩̩Дˇ̩ƪ,0
2.8535E+17,RT @reIatable: I just want to be as happy as I use to be,0
2.8535E+17,I am proud. <3,1
2.8535E+17,now i'm feel wanna go die so badly! but i will not suicide cos that's so damn uncool! so how i will die without suicide,0
2.8535E+17,"I'm so thankful for God, my family, & friends. This life is a gift, a miracle, and a blessing",1
2.8535E+17,I hate my life,0
2.8535E+17,i'm pretty amazing,1
2.8535E+17,God designed my life and the plan is the best for me,1
2.8535E+17,I always seem to want more out of life,0
2.8535E+17,My life's weird as shit on dxm haha,0
2.8535E+17,I'm a good girl lol,1
2.8535E+17,"I'm satisfied with where I stand , no doubt",1
2.8535E+17,Thanks God for blessing me more than I deserve,1
2.8535E+17,I'm on the verge of suicide #CantSleep #ImAMess,0
2.8535E+17,RT : I am blessed and highly favoured,1
2.8535E+17,"Dear God , Thank You For Blessing Much More Than I Deserve",1
2.8535E+17,I'm super happy.,1
2.8535E+17,I'm good,1
2.8535E+17,it's cause I have no life,0
2.8535E+17,I'm falling in love ( É‚å£∆™,1
2.8535E+17,I'm fine,1
2.85351E+17,RT @teenagersfact: I just want to be happy again,0
2.85351E+17,"For some reason , I'm always happy lol",1
2.85351E+17,"I been born, born #Blessed",1
2.85351E+17,"RT @iKhanvict: My life's really good right now, loving life!   #KnockOnWood",1
2.85351E+17,nope. I look just as gorgeous in real life,1
2.85351E+17,I'm in love,1
2.85351E+17,I'm very happy,1
2.85351E+17,Thanks God for blessing me more than I deserve,1
2.85351E+17,"Life isn't giving me lemons, it's chucking rocks at my head..  #ouch",0
2.85351E+17,": I'm fine.	1",
2.85351E+17,I always say i'm fine,1
2.85351E+17,I hate myself,0
2.85351E+17,I hate how JEALOUS I get,0
2.85351E+17,RT : Thanks God for blessing me more than I deserve,1
2.85351E+17,RT @IAMJAYSANGZ: I thank God for every blessing he's allowing to come into my life!!! #RealTalk,1
2.85351E+17,#ThankGodFor life and the chance to live a happy life with my family and friends. I'm one happy girl,1
2.85351E+17,all of my mindless wishes come true :',1
2.85352E+17,I'm proud of myself,1
2.85352E+17,RT : Thanks God for blessing me more than I deserve,1
2.85352E+17,I am awesome,1
2.85352E+17,life sucks so i'm becoming a hobbit bye,0
2.85352E+17,I'm such a low life,0
2.85352E+17,I have none,0
2.85352E+17,my life is complete since i met you,1
2.85352E+17,I'm Happy,1
2.85352E+17,I'm so proud,1
2.85352E+17,RT @CFish53: Yes thank you. I realize I'm a fuck up,0
2.85352E+17,It's cool‚òÜ I'm happyÔΩû,1
2.85352E+17,"Thank you God, for Blessing me much more than I deserve",1
2.85352E+17,I'm not happy,0
2.85352E+17,i'm fine,1
2.85352E+17,I feel blessed! Terimakasih ya Allah,1
2.85352E+17,I am too awesome!,1
2.85352E+17,Nvm I'm good,1
2.85352E+17,Fuck my life,0
2.85352E+17,RT : Thanks God for blessing me more than I deserve,1
2.85352E+17,RT @wizkhalifa: I. Am the best. IN the world. I am amaaaazing,1
2.85353E+17,RT : Thanks God for blessing me more than I deserve,1
2.85353E+17,I'm a very good girl!! Believe me,1
2.85353E+17,I Dont Want This Life Anymore G. Legalise It Change The Law Please Then I Wouldnt Have To Worry Who Saw Me,0
2.85353E+17,I am awesome,1
2.85353E+17,RT : Thanks God for blessing me more than I deserve,1
2.85353E+17,I am happy,1
2.85353E+17,- all my wishes to come true,1
2.85353E+17,RT : Im so greatful to have friends that are there for me,1
2.85353E+17,My heart is bound to you. My dreams have all come true. My body feels as if it has begun anew. I am in love with you,1
2.85353E+17,I'm so proud of myself! Haha,1
2.85353E+17,Fuck my LIFE,0
2.85353E+17,Fuck my life,0
2.85353E+17,I'm great,1
2.85353E+17,i am the best! ;) <3,1
2.85354E+17,I feel so stupid I could kill myself,0
2.85354E+17,I cannot believe this shit called life,0
2.85354E+17,I want to die,0
2.85354E+17,"lool, I'm good thanks☺ how are you",1
2.85354E+17,"I fucking hate my life, wanna make that announcement",0
2.85354E+17,RT : Thanks God for blessing me more than I deserve,1
2.85354E+17,I have the worst headache,0
2.85354E+17,I'm insecure cause I'm ugly,0
2.85354E+17,I have no life,0
2.85354E+17,I don't really like the single life,0
2.85354E+17,RT : My life is a mess,0
2.85354E+17,"bitch, I'm fabulous",1
2.85354E+17,No I'm not :) I don't have friends,0
2.85354E+17,RT : Thanks God for blessing me more than I deserve,1
2.85354E+17,I have such amazing friends,1
2.85355E+17,RT : I have the best friend !!!!!!!!  x,1
2.85355E+17,RT @AngeDuhhh: People tell me I look sad and tired. I know I look sad and tired. I am sad and tired,0
2.85355E+17,I love my life mo bo ninu osi,1
2.85355E+17,My life sucks,0
2.85355E+17,love my life w/,1
2.85355E+17,I use to be happy.... But then teenage years ruining my life,0
2.85355E+17,RT : I'm so ugly,0
2.85355E+17,Moree Teen Wolf. My Life Is Complete,1
2.85355E+17,my life is a mess,0
2.85355E+17,i dont feel so good,0
2.85355E+17,I won't win I'm awful,0
2.85355E+17,i dont feel so good,0
2.85355E+17,"RT @imcamillelorenn: I'm so happy :""> lol",1
2.85355E+17,My new Levi's. I'm in love!,1
2.85355E+17,RT : I‚Äôm not feeling so good,0
2.85355E+17,I actually don't see myself ever having a relationship that will last.. I'm just a fuck up,0
2.85355E+17,Feels just like I'm falling in love,1
2.85356E+17,RT : I do not feel good,0
2.85356E+17,I Love My Life,1
2.85356E+17,I'm a happy man:D,1
2.85356E+17,I just love myself,1
2.85356E+17,Nahh I'm good,1
2.85356E+17,but yet i'm happy,1
2.85356E+17,I HAVE NO LIFE,0
2.85356E+17,Tired of everything. I want to die,0
2.85356E+17,"i'm sick of THIS LIFE, i jus want to scream :'",0
2.85356E+17,I'm Fallin in Love,1
2.85356E+17,I have no life,0
2.85356E+17,RT : Thanks God for blessing me more than I deserve,1
2.85356E+17,"I love life, fuck the bull shit",1
2.85356E+17,RT : Wow I'm soo happy,1
2.85356E+17,RT : Thanks God for blessing me more than I deserve,1
2.85356E+17,RT : Thanks God for blessing me more than I deserve,1
2.85357E+17,RT : Thanks God for blessing me more than I deserve,1
2.85357E+17,RT : Thanks God for blessing me more than I deserve,1
2.85357E+17,Everyday I get to live iz a blessing! O,1
2.85357E+17,all my wishes come true,1
2.85357E+17,I'm sad,0
2.85357E+17,"I love my life. No matter it's good or bad, I know Allah is always with me, and that's more than enough",1
2.85357E+17,I need some darastic change in my life,0
2.85357E+17,"I am happy, im feeling glad, I got sunshine, in a bag",1
2.85357E+17,Seriously fuck my life,0
2.85357E+17,I am miserable,0
2.85357E+17,Hate. my life,0
2.85358E+17,I'm at Novi Sad,0
2.85358E+17,RT :  i just hate my life .,0
2.85358E+17,I'm happy,1
2.85358E+17,I'm sure he'll be fine,1
2.85358E+17,I'm finally happy,1
2.85358E+17,fuck I'm bored friends are boring,0
2.85358E+17,my life is ruined,0
2.85358E+17,Matilda okay I'm in love,1
2.85358E+17,"i have no ""love life"" at all",0
2.85358E+17,‚ô° I'm fabulous,1
2.85358E+17,I'm so sad,0
2.85358E+17,Nothing:'( I'm fine :',1
2.85358E+17,I AM SAD,0
2.85358E+17,I'm at Arabian Dream,1
2.85358E+17,I have the worst headache,0
2.85359E+17,"RT @lumineastorm: In 2013, I just want to be happy",0
2.85359E+17,I like living an adult life,1
2.85359E+17,I am the worst guy ever,0
2.85359E+17,HAHAHAHAH MY LIFE IS AWESOME,1
2.85359E+17,RT :  I am in love,1
2.85359E+17,"lmfaoo life is awesome"": tglicks lmfao omg this made me laugh""   Australia",1
2.85359E+17,http://t.co/SrBusnsG Amazing. I cannot believe this. My life is a shitfest.  NYE,0
2.85359E+17,No life i have,0
2.85359E+17,RT : I dont feel too good,0
2.85359E+17,RT : fuck my life,0
2.85359E+17,RT @reIatable: I just want to be as happy as I use to be,0
2.85359E+17,yeah I have :( sosososo sad,0
2.85359E+17,Love my life hahaha,1
2.85359E+17,RT @AngeDuhhh: People tell me I look sad and tired. I know I look sad and tired. I am sad and tired,0
2.85359E+17,"Tired of life, Tired of love, Tired of everything.... Someone tell me, is all a dream",0
2.85359E+17,I am so happy,1
2.85359E+17,RT : I'm not good,0
2.85359E+17,"Ehhh, life -.- I hate you",0
2.85359E+17,I'm doing good,1
2.8536E+17,Why do I do nothing but bad things to myself,0
2.8536E+17,I officially hate life,0
2.8536E+17,I'm fine :'') really fine,1
2.8536E+17,I hate the way I love you,0
2.8536E+17,FML hate this life that I live,0
2.8536E+17,RT : I am so unhappy with myself,0
2.8536E+17,I have the worst attitude lmao,0
2.8536E+17,RT : Thanks God for blessing me more than I deserve,1
2.8536E+17,RT : I have no life,0
2.8536E+17,I am the worst ever,0
2.8536E+17,I am a very happy smily Shoey....,1
2.8536E+17,Omgggg I'm so happy! Lol,1
2.8536E+17,I am so happy üòäüê∂,1
2.8536E+17,OMG I love it!! :D <333,1
2.8536E+17,I'm a fool in love,1
2.8536E+17,Why I am Victorious! ‚ù§,1
2.8536E+17,Fed up with everything need a change in my life,0
2.85361E+17,I'm more beautiful!!!!!!!!! :',1
2.85361E+17,look ma I'm on top of the world :-),1
2.85361E+17,i hate myself,0
2.85361E+17,Een intense fuck my life,0
2.85361E+17,I just want to be happy,0
2.85361E+17,I'm not perfect,0
2.85361E+17,Money doesn't mean i am happy,0
2.85361E+17,because I have no life,0
2.85361E+17,"That's how this fucking life proceeds on, but still i love my life",1
2.85361E+17,RT : I'm a bad guy and that's it,0
2.85361E+17,"shit,shit,shit,shit fuck my life",0
2.85361E+17,I live such a boring life,0
2.85361E+17,I'm to blessed to be stressed,1
2.85361E+17,i have a future? puii! my future will be better? puii! my life sucks and i am ready if it continues like that,0
2.85361E+17,I don't feel good,0
2.85361E+17,All my wishes to be granted,1
2.85361E+17,But I'm soo in loveüòç,1
2.85362E+17,I'm blessed can't complain,1
2.85362E+17,"RT @Kreek_: I LOVE my kids, I LOVE my family, I LOVE my life #appreciative",1
2.85362E+17,I'm sure it looks fabulous,1
2.85362E+17,I FEEL SO GOOD,1
2.85362E+17,RT @RaymelisPolanco: RT @damnitstrue: Thanks God for blessing me more than I deserve,1
2.85362E+17,I Am A Proud Jamaican,1
2.85362E+17,I hate myself,0
2.85362E+17,I'm so fat and ugly,0
2.85362E+17,i hate myself,0
2.85362E+17,God I love life lol x,1
2.85362E+17,MY DREAM IS COME TRUE !,1
2.85362E+17,i suck,0
2.85362E+17,I cannot believe this shit called life.,0
2.85362E+17,I Love Myself.!:-),1
2.85362E+17,i have nothing planned,0
2.85362E+17,I am happy,1
2.85362E+17,"Omg , I'm horrible",0
2.85363E+17,I'm always that bad guy,0
2.85363E+17,I am so incredibly blessed.,1
2.85363E+17,I'm in love,1
2.85363E+17,RT : I'm ugly,0
2.85363E+17,RT : I get embarrassed over everything,0
2.85363E+17,I'm awake already that's bad,0
2.85363E+17,"I love my life. No matter it's good or bad, I know Allah is always with me, and that's more than enough",1
2.85363E+17,I want to die,0
2.85363E+17,AND I WOULDN'T CHANGE A THING,1
2.85363E+17,I am sho happy,1
2.85363E+17,why can't you see how happy i am,1
2.85363E+17,@acciostarkids thats nice fantastic my life is complete now,1
2.85363E+17,RT : Thanks God for blessing me more than I deserve,1
2.85363E+17,My life is sad,0
2.85364E+17,I am beyond dull,0
2.85364E+17,RT :  all my dreams come true,1
2.85364E+17,I'm happy being myself,1
2.85364E+17,I'm good thanks :))) how are you,1
2.85364E+17,#MyWishIn2013  happy in my life,1
2.85364E+17,RT :  Yeap I am fine,1
2.85364E+17,nah I'm well happy,1
2.85364E+17,I'm really beyond stressed. 😕,0
2.85364E+17,I am happy,1
2.85364E+17,RT :  all my dreams come true,1
2.85364E+17,RT : Thinking I love my life,1
2.85364E+17,I want to die. So much pain,0
2.85364E+17,all my dreams come true,1
2.85364E+17,I love my life :D,1
2.85364E+17,My life is so boring,0
2.85365E+17,I think I'm in love <3,1
2.85365E+17,Studying because I'm a good girl,1
2.85365E+17,FUCK MY LIFE,0
2.85365E+17,Alhamdullilah. I'm just so happy,1
2.85365E+17,I Love Being Myself,1
2.85365E+17,I'm such a bad person tho,0
2.85365E+17,"Nigga, i'm fabulous",1
2.85365E+17,RT : Thanks God for blessing me more than I deserve,1
2.85365E+17,RT : Thanks God for blessing me more than I deserve,1
2.85365E+17,I'm in love ;3,1
2.85365E+17,Sick and tired of my life,0
2.85365E+17,oh my life they are good!,1
2.85365E+17,I'm good,1
2.85365E+17,I see skies of blue and clouds of white and I think to myself what a WONDERFUL WORLD,1
2.85365E+17,I'm a good girl O,1
2.85365E+17,I Am A Happy Camper Honestly,1
2.85365E+17,I'm feeling sad idk why,0
2.85366E+17,God bless me :',1
2.85366E+17,Celtics That they're blasting Call Me Maybe on campus at this time. I love my life.,1
2.85366E+17,In 2013 I just want to be happy,0
2.85366E+17,I HATE myself ...,0
2.85366E+17,I want to die,0
2.85366E+17,I have the best family ever,1
2.85366E+17,I'm disappointed in myself,0
2.85366E+17,God Bless Me,1
2.85366E+17,Fuck my life,0
2.85366E+17,i. am. depressed,0
2.85366E+17,ALL my wishes can come true,1
2.85366E+17,I'm happyüò≠üò≠üò≠üò≠,1
2.85366E+17,Need some new adjustments in my life,0
2.85366E+17,I'm a gleek and proud!,1
2.85366E+17,Amazing. I cannot believe this. My life is a shitfest.  #2013WJC http://t.co/encZwebs,0
2.85366E+17,Fuck I don't feel good,0
2.85366E+17,RT : Thanks God for blessing me more than I deserve,1
2.85366E+17,"RT @alanialee: Waking up thankful & feeling so blessed! My family, friends & all that support what I do mean so much. Life is great",1
2.85366E+17,Gapapa kok. I'm fine,1
2.85366E+17,I'm so sad. And hurt,0
2.85367E+17,all of my dreams come true,1
2.85367E+17,"RT : "":  ALL my wishes can come true",1
2.85367E+17,I just want to be happy,0
2.85367E+17,I AM FINE .,1
2.85367E+17,RT : God blessed me with another day,1
2.85367E+17,RT :  i dont feel goodüíîüòîüòî,0
2.85367E+17,I just want to be as happy as I use to be,0
2.85367E+17,I love life,1
2.85367E+17,I'm fine.,1
2.85367E+17,I think I'm falling in love :3,1
2.85367E+17,"Lord, I'm contented",1
2.85367E+17,I'm satisfied with my life the way it is,1
2.85367E+17,RT RT RT @damnitstrue: Thanks God for blessing me more than I deserve,1
2.85367E+17,I'm proud,1
2.85368E+17,I'm a good girl,1
2.85368E+17,I hate my life!!! -.-'',0
2.85368E+17,I love myself too much,1
2.85368E+17,I feel good,1
2.85368E+17,RT@zraazra: I'm moeslim and I'm proud,1
2.85368E+17,i'm happy happy happy overloaaadddd,1
2.85368E+17,I'm a good friend,1
2.85368E+17,RT : Bitch I'm up blessed,1
2.85368E+17,Awh life is so depressing for me,0
2.85368E+17,I deserve to get everything that I want,1
2.85368E+17,Oh my life just keeeeeps getting better and better,1
2.85368E+17,I used to love my life but im sad&alone,0
2.85368E+17,"RT "": God always bless me‚ô• (–∑¬¥‚å£`Œµ",1
2.85368E+17,i am tomboy and a very good girl,1
2.85368E+17,‚ô°ERi‚ô° I'm fine ^ _-,1
2.85369E+17,Why I'm I so happy,1
2.85369E+17,I'm such a good person,1
2.85369E+17,is my life stays going good,1
2.85369E+17,RT @reIatable: I just want to be as happy as I use to be,0
2.85369E+17,I hate my life,0
2.85369E+17,Sm mukti putus del ? RT @TiimootiiAdelia: I am single and very happy,1
2.85369E+17,RT : Thanks God for blessing me more than I deserve,1
2.85369E+17,MUAHAHAHAA *when no words to describe how happy I am,1
2.85369E+17,RT : my life is extremely boring,0
2.85369E+17,I feel so depress.  :((( #Exo,0
2.85369E+17,RT : ENJOYING MY FANGIRL LIFE! √ì√™√Ø,1
2.85369E+17,RT : Anything I Want I GET IT,1
2.85369E+17,RT : my life is extremely boring,0
2.85369E+17,I'm so happy for me too ! HhHh,1
2.85369E+17,i am so sad,0
2.85369E+17,what! I'm happy,1
2.8537E+17,Ouiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii ‚ô•‚ô•‚ô• I'm so fucking HAPPY,1
2.8537E+17,I have what most girls want,1
2.8537E+17,"all in all, I'm blessed",1
2.8537E+17,I always get what I want,1
2.8537E+17,I love life man,1
2.8537E+17,coz I'm a bad guy fam,0
2.8537E+17,"RT @arisogot: 10. life was wonderful and easy, is amazing and tough, will always be blessed and good because of God’s presence in my eve",1
2.85371E+17,I am terribly terribly sad,0
2.85371E+17,I love being myself :*,1
2.85371E+17,My life is complete! :'),1
2.85371E+17,Âêõ„Å®„ÅÑ„Çã„Å†„Åë„Åß I'm so satisfied  „Å£„Å¶„Å©„ÅÜ„ÇÜ„ÅÜ„Åì„Å£„Å°„ÇÉÔºü,1
2.85371E+17,I had a good time,1
2.85371E+17,I AM IN MISERY,0
2.85371E+17,I'm fine,1
2.85371E+17,I love myself,1
2.85371E+17,lmfao! I have friends my dear,1
2.85371E+17,I'm mood is not good,0
2.85372E+17,ahahhahahaha I'm so sad,0
2.85372E+17,Thanks God for blessing me more than I deserve,1
2.85372E+17,RT @reIatable: I just want to be as happy as I use to be,0
2.85372E+17,RT : Thanks God for blessing me more than I deserve,1
2.85372E+17,"Mehh my life is pathetic, ask me anything -> http://t.co/pcpwvcj4",0
2.85372E+17,RT : Thanks God for blessing me more than I deserve,1
2.85372E+17,Fuck my life,0
2.85372E+17,Thanks God for blessing me more than I deserve,1
2.85372E+17,I could listen to Daughter for the rest of my sad sad life,0
2.85372E+17,I am good. I am better than good. I am the best. #affirmations,1
2.85372E+17,My life is complete,1
2.85372E+17,I'm so happy,1
2.85372E+17,I really hate myself,0
2.85372E+17,RT : I am so extremely blessed,1
2.85372E+17,I think my life is boring me already,0
2.85372E+17,RT @ter_rebel: I wish there was a button to completely erase memories and not have any emotional effect or change in your life,0
2.85372E+17,Super busog! I love life <3,1
2.85372E+17,RT : I'm just generally a good person,1
2.85372E+17,"@_theloveofwords all is amazing right now. God has been doing a lot in my life, and I'm sure his favor is all over you too",1
2.85372E+17,RT : I've just shit myself,0
2.85372E+17,I'm happy,1
2.85373E+17,I hate myself,0
2.85373E+17,I have the best mum ever! :D,1
2.85373E+17,Gosh I dont feel good,0
2.85373E+17,RT :  I know we're too goodüáÆ,1
2.85373E+17,"RT @eldeensouen: Hias, hate my life",0
2.85373E+17,I'm surround by darkness,0
2.85373E+17,RT : I don't feel too good,0
2.85373E+17,I'm so blessed,1
2.85373E+17,I talk more shit about myself than you do,0
2.85373E+17,"Tower.. "": I'm so awesome",1
2.85373E+17,i don't want get my hopes up on this but well I want a better life,0
2.85373E+17,but I am amazing... :',1
2.85374E+17,"Loneliness and sadness has followed me my whole life, everywhere",0
2.85374E+17,@xSherylOfficial Why can't you see how perfectly happy I am,1
2.85374E+17,I am #Worthless,0
2.85374E+17,RT : Thanks God for blessing me more than I deserve,1
2.85374E+17,RT : I :) am :) fine :),1
2.85374E+17,RT : I have the best family and friends!,1
2.85374E+17,RT @ShaeeAlisee: My New Years resolution is to drink more because life is fucking terrible,0
